POStatus,domain,sparse,Id,SyncToken,CustomField,DocNumber,TxnDate,LinkedTxn,Line,TotalAmt,VendorAddr_Id,VendorAddr_Line1,VendorAddr_Line2,VendorAddr_Line3,VendorAddr_Line4,VendorAddr_Lat,VendorAddr_Long,ShipAddr_Id,ShipAddr_Line1,ShipAddr_Line2,ShipAddr_Line3,ShipAddr_Lat,ShipAddr_Long,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,VendorRef_value,VendorRef_name,APAccountRef_value,APAccountRef_name
Open,QBO,False,133,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5015,2021-02-05,"[{'TxnId': '120', 'TxnType': 'Payment'}, {'TxnId': '61', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 20.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 10, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 24.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 1750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 35, 'Qty': 50, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Installation Hours', 'Amount': 400.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '1', 'name': 'Services'}, 'UnitPrice': 50, 'Qty': 8, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 2194.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",187,38.0,53 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,,,,,,,2021-02-05 01:35:34,2021-02-05 01:35:34,USD,United States Dollar,42,Lee Advertising,12,Legal & Professional Fees
Open,QBO,False,134,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5282,2021-08-06,"[{'TxnId': '100', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Fountain Pump', 'Amount': 12.75, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 12.75, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Concrete for fountain installation', 'Amount': 47.5, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 9.5, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 335.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",857,,,,,,,,2.0,4581 Finch St.,Bayshore,CA,INVALID,INVALID,2021-08-06 15:46:13,2021-08-06 15:46:13,USD,United States Dollar,33,Chin's Gas and Oil,43,Loan Payable
Closed,QBO,False,135,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5612,2021-04-21,"[{'TxnId': '4', 'TxnType': 'TimeActivity'}, {'TxnId': '5', 'TxnType': 'TimeActivity'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Tree and Shrub Trimming', 'Amount': 30.0, 'LinkedTxn': [{'TxnId': '4', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '18', 'name': 'Trimming'}, 'UnitPrice': 15, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Lighting', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '5', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '8', 'name': 'Lighting'}, 'UnitPrice': 15, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",622,,,,,,,,8.0,101 River St,Melbourne,VIC,-37.840717,144.88504,2021-04-21 07:36:31,2021-04-21 07:36:31,AUD,Australian Dollar,39,Fidelity,75,Equipment Repairs
Closed,QBO,False,136,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7630,2022-12-22,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Pipes', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 12, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 60.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Garden Rocks', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 156.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",632,,,,,,,,9.0,370 Easy St.,Middlefield,CA,37.4031672,-122.0642815,2022-12-22 23:03:27,2022-12-22 23:03:27,USD,United States Dollar,37,EDD,5,Fees Billed
Open,QBO,False,137,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1643,2023-07-12,"[{'TxnId': '26', 'TxnType': 'ReimburseCharge'}, {'TxnId': '40', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Lumber', 'Amount': 103.55, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-03', 'ItemRef': {'value': '1', 'name': 'Services'}, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 103.55, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",899,34.0,1515 Main St.,Middlefield,CA,94482.0,37.3787808,-122.1158227,,,,,,,2023-07-12 03:36:31,2023-07-12 03:36:31,USD,United States Dollar,35,Computers by Jenni,62,Equipment Rental
Closed,QBO,False,138,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6219,2022-07-03,"[{'TxnId': '15', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",457,45.0,3948 Elm St.,Middlefield,CA,94482.0,37.4604972,-122.1547528,48.0,11 Chain Road,Melbourne,VIC,-38.066621,145.297772,2022-07-03 08:30:40,2022-07-03 08:30:40,AUD,Australian Dollar,51,Tim Philip Masonry,4,Undeposited Funds
Open,QBO,False,139,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5727,2022-03-15,"[{'TxnId': '100', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Fountain Pump', 'Amount': 12.75, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 12.75, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Concrete for fountain installation', 'Amount': 47.5, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 9.5, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 335.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",243,31.0,15 Main St.,Palo Alto,CA,94303.0,37.445013,-122.1391443,20.0,753 Cedar St.,Bayshore,CA,37.7077016,-122.4273232,2022-03-15 10:23:58,2022-03-15 10:23:58,USD,United States Dollar,30,Books by Bessie,48,Fountains and Garden Lighting
Closed,QBO,False,140,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7985,2023-10-11,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",837,37.0,42 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,14.0,45 First St.,Menlo Park,CA,37.4585825,-122.1352789,2023-10-11 05:46:01,2023-10-11 05:46:01,USD,United States Dollar,41,Hicks Hardware,26,Other Portfolio Income
Closed,QBO,False,141,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4526,2023-06-12,"[{'TxnId': '76', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",613,39.0,123 Anywhere Ave,Tucson,AZ,85704.0,32.3477051,-110.9992777,,,,,,,2023-06-12 03:03:14,2023-06-12 03:03:14,USD,United States Dollar,45,National Eye Care,64,Decks and Patios
Open,QBO,False,142,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5793,2021-11-24,"[{'TxnId': '74', 'TxnType': 'Payment'}, {'TxnId': '72', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 120.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 30, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Maintenance & Repair', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '9', 'name': 'Maintenance & Repair'}, 'UnitPrice': 50, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 205.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",947,40.0,4528 Country Road,Middlefield,CA,94303.0,37.3752919,-122.1692159,,,,,,,2021-11-24 04:49:35,2021-11-24 04:49:35,USD,United States Dollar,46,Norton Lumber and Building Materials,7,Advertising
Closed,QBO,False,143,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1060,2020-12-20,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",653,38.0,53 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,29.0,135 Broadway,Menlo Park,CA,37.4846734,-122.1989488,2020-12-20 14:41:05,2020-12-20 14:41:05,USD,United States Dollar,42,Lee Advertising,71,Lawyer
Open,QBO,False,144,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9471,2023-01-15,"[{'TxnId': '29', 'TxnType': 'StatementCharge'}, {'TxnId': '98', 'TxnType': 'Payment'}]","[{'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",625,38.0,53 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,27.0,78 First St.,Monlo Park,CA,37.4585825,-122.1352789,2023-01-15 11:57:16,2023-01-15 11:57:16,USD,United States Dollar,42,Lee Advertising,77,Telephone
Closed,QBO,False,145,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5514,2023-06-30,"[{'TxnId': '29', 'TxnType': 'StatementCharge'}, {'TxnId': '98', 'TxnType': 'Payment'}]","[{'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",453,,,,,,,,,,,,,,2023-06-30 07:50:35,2023-06-30 07:50:35,USD,United States Dollar,39,Fidelity,10,Dues & Subscriptions
Open,QBO,False,146,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4007,2023-04-02,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",247,33.0,10 Main St.,Palo Alto,CA,94303.0,37.445013,-122.1391443,24.0,19 Main St.,Middlefield,CA,37.445013,-122.1391443,2023-04-02 12:29:25,2023-04-02 12:29:25,USD,United States Dollar,32,Cal Telephone,31,Uncategorized Expense
Closed,QBO,False,147,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9949,2023-02-03,"[{'TxnId': '29', 'TxnType': 'StatementCharge'}, {'TxnId': '98', 'TxnType': 'Payment'}]","[{'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",201,41.0,P.O. Box 15,Bayshore,CA,94326.0,45.2720537,-79.7935909,,,,,,,2023-02-03 22:44:19,2023-02-03 22:44:19,AUD,Australian Dollar,47,Pam Seitz,3,Prepaid Expenses
Closed,QBO,False,148,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9498,2022-04-05,"[{'TxnId': '31', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",464,45.0,3948 Elm St.,Middlefield,CA,94482.0,37.4604972,-122.1547528,,,,,,,2022-04-05 19:06:17,2022-04-05 19:06:17,AUD,Australian Dollar,51,Tim Philip Masonry,14,Miscellaneous
Closed,QBO,False,149,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7571,2021-05-25,"[{'TxnId': '46', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Pest Control Services', 'Amount': 70.0, 'LinkedTxn': [{'TxnId': '46', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 70.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",281,36.0,P.O.Box 357,South Orange,NJ,7079.0,40.7489277,-74.2609903,22.0,847 California Ave.,San Jose,CA,37.3313585,-121.911372,2021-05-25 06:13:53,2021-05-25 06:13:53,USD,United States Dollar,40,Hall Properties,59,Cost of Labor
Open,QBO,False,150,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9484,2021-01-11,"[{'TxnId': '41', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Custom Design', 'Amount': 262.5, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Fountain Pump', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 22.5, 'Qty': 2, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 582.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",703,,,,,,,,22.0,847 California Ave.,San Jose,CA,37.3313585,-121.911372,2021-01-11 13:56:29,2021-01-11 13:56:29,USD,United States Dollar,43,Mahoney Mugs,31,Uncategorized Expense
Open,QBO,False,151,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6150,2022-02-05,"[{'TxnId': '48', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 300.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Installation of landscape design', 'Amount': 250.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '7', 'name': 'Installation'}, 'UnitPrice': 50, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Garden Rocks', 'Amount': 180.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 22.5, 'Qty': 8, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 1005.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 50.25, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 5, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",95,45.0,3948 Elm St.,Middlefield,CA,94482.0,37.4604972,-122.1547528,17.0,36 Willow Rd,Menlo Park,CA,37.450412,-122.170593,2022-02-05 05:17:46,2022-02-05 05:17:46,USD,United States Dollar,51,Tim Philip Masonry,4,Undeposited Funds
Open,QBO,False,152,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3525,2022-06-19,"[{'TxnId': '94', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Concrete for fountain installation', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 15, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 72.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 422.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",997,40.0,4528 Country Road,Middlefield,CA,94303.0,37.3752919,-122.1692159,,,,,,,2022-06-19 11:53:12,2022-06-19 11:53:12,AUD,Australian Dollar,46,Norton Lumber and Building Materials,14,Miscellaneous
Closed,QBO,False,153,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3513,2021-03-12,"[{'TxnId': '120', 'TxnType': 'Payment'}, {'TxnId': '61', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 20.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 10, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 24.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 1750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 35, 'Qty': 50, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Installation Hours', 'Amount': 400.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '1', 'name': 'Services'}, 'UnitPrice': 50, 'Qty': 8, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 2194.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",743,,,,,,,,,,,,,,2021-03-12 02:36:04,2021-03-12 02:36:04,USD,United States Dollar,57,Squeaky Kleen Car Wash,2,Retained Earnings
Open,QBO,False,154,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2068,2023-10-25,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 30.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 305.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 30.5, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 10, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",494,,,,,,,,,,,,,,2023-10-25 21:00:47,2023-10-25 21:00:47,AUD,Australian Dollar,37,EDD,41,Mastercard
Closed,QBO,False,155,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2475,2021-11-13,"[{'TxnId': '101', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': '2 cubic ft. bag', 'Amount': 150.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 15, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 425.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",526,,,,,,,,,,,,,,2021-11-13 10:41:29,2021-11-13 10:41:29,AUD,Australian Dollar,39,Fidelity,80,Cost of Goods Sold
